episodio,recompensa,epsilon,tubos_pasados
4913,-5.70,0.7822,0
4914,-6.90,0.7822,0
4915,-6.30,0.7821,0
4916,-6.90,0.7821,0
4917,-5.70,0.7820,0
4918,-5.70,0.7820,0
4919,-4.50,0.7820,0
4920,-7.50,0.7819,0
4921,-6.30,0.7819,0
4922,-4.50,0.7818,0
4923,-8.10,0.7818,0
4924,-4.50,0.7818,0
4925,-5.70,0.7817,0
4926,-7.50,0.7817,0
4927,-4.50,0.7816,0
4928,-6.90,0.7816,0
4929,-4.50,0.7816,0
4930,-4.50,0.7815,0
4931,-6.90,0.7815,0
4932,-7.50,0.7814,0
4933,-5.10,0.7814,0
4934,-6.90,0.7814,0
4935,-6.90,0.7813,0
4936,-8.10,0.7813,0
4937,-8.10,0.7813,0
4938,-3.30,0.7812,0
4939,-3.30,0.7812,0
4940,-6.90,0.7811,0
4941,-6.90,0.7811,0
4942,-5.70,0.7811,0
4943,-5.70,0.7810,0
4944,-5.10,0.7810,0
4945,-3.90,0.7809,0
4946,-6.90,0.7809,0
4947,-8.10,0.7809,0
4948,-7.50,0.7808,0
4949,-5.70,0.7808,0
4950,-6.90,0.7807,0
4951,-3.90,0.7807,0
4952,-7.50,0.7807,0
4953,-6.90,0.7806,0
4954,-6.30,0.7806,0
4955,-8.10,0.7806,0
4956,-6.90,0.7805,0
4957,-5.10,0.7805,0
4958,-3.90,0.7804,0
4959,-6.30,0.7804,0
4960,-5.10,0.7804,0
4961,-8.10,0.7803,0
4962,-5.10,0.7803,0
4963,-7.50,0.7802,0
4964,-6.30,0.7802,0
4965,-7.50,0.7802,0
4966,-6.30,0.7801,0
4967,-0.30,0.7801,0
4968,-5.70,0.7800,0
4969,-6.90,0.7800,0
4970,-3.90,0.7800,0
4971,-6.90,0.7799,0
4972,-6.90,0.7799,0
4973,-8.10,0.7798,0
4974,-5.10,0.7798,0
4975,-5.10,0.7798,0
4976,-4.50,0.7797,0
4977,-8.10,0.7797,0
4978,-3.90,0.7797,0
4979,-6.90,0.7796,0
4980,-8.10,0.7796,0
4981,-7.50,0.7795,0
4982,-8.10,0.7795,0
4983,-7.50,0.7795,0
4984,-4.50,0.7794,0
4985,-7.50,0.7794,0
4986,-7.50,0.7793,0
4987,-5.70,0.7793,0
4988,-3.30,0.7793,0
4989,-5.10,0.7792,0
4990,-2.70,0.7792,0
4991,-6.30,0.7791,0
4992,-7.50,0.7791,0
4993,-7.50,0.7791,0
4994,-4.50,0.7790,0
4995,-5.70,0.7790,0
4996,-7.50,0.7790,0
4997,-6.30,0.7789,0
4998,-6.30,0.7789,0
4999,-4.50,0.7788,0
5000,-6.90,0.7788,0
5001,-4.50,0.7788,0
5002,-3.90,0.7787,0
5003,-5.70,0.7787,0
5004,-6.90,0.7786,0
5005,-5.70,0.7786,0
5006,-5.70,0.7786,0
5007,-6.90,0.7785,0
5008,-6.30,0.7785,0
5009,-6.90,0.7784,0
5010,-6.30,0.7784,0
5011,-6.90,0.7784,0
5012,-3.90,0.7783,0
5013,-5.10,0.7783,0
5014,-7.50,0.7783,0
5015,-6.90,0.7782,0
5016,-6.30,0.7782,0
5017,-4.50,0.7781,0
5018,-6.30,0.7781,0
5019,-5.70,0.7781,0
5020,-6.90,0.7780,0
5021,-5.70,0.7780,0
5022,-6.30,0.7779,0
5023,-2.10,0.7779,0
5024,-6.90,0.7779,0
5025,-6.30,0.7778,0
5026,-6.30,0.7778,0
5027,-6.90,0.7777,0
5028,-6.30,0.7777,0
5029,-6.30,0.7777,0
5030,-6.30,0.7776,0
5031,-6.30,0.7776,0
5032,-6.90,0.7776,0
5033,-6.30,0.7775,0
5034,-5.10,0.7775,0
5035,-6.30,0.7774,0
5036,-7.50,0.7774,0
5037,-8.10,0.7774,0
5038,-8.10,0.7773,0
5039,-7.50,0.7773,0
5040,-7.50,0.7772,0
5041,-7.50,0.7772,0
5042,-6.30,0.7772,0
5043,-8.10,0.7771,0
5044,-5.70,0.7771,0
5045,-6.30,0.7770,0
5046,-4.50,0.7770,0
5047,-1.50,0.7770,0
5048,-5.10,0.7769,0
5049,-6.90,0.7769,0
5050,-8.10,0.7769,0
5051,-6.30,0.7768,0
5052,-6.90,0.7768,0
5053,-7.50,0.7767,0
5054,-6.30,0.7767,0
5055,-6.90,0.7767,0
5056,-6.30,0.7766,0
5057,-3.90,0.7766,0
5058,-6.90,0.7765,0
5059,-5.70,0.7765,0
5060,-7.50,0.7765,0
5061,-4.50,0.7764,0
5062,-0.90,0.7764,0
5063,-7.50,0.7763,0
5064,-7.50,0.7763,0
5065,-6.30,0.7763,0
5066,-6.90,0.7762,0
5067,-1.50,0.7762,0
5068,-3.90,0.7762,0
5069,-5.70,0.7761,0
5070,-3.90,0.7761,0
5071,-8.10,0.7760,0
5072,-6.30,0.7760,0
5073,-7.50,0.7760,0
5074,-5.70,0.7759,0
5075,-8.10,0.7759,0
5076,-6.90,0.7758,0
5077,-3.90,0.7758,0
5078,-3.30,0.7758,0
5079,-5.70,0.7757,0
5080,-7.50,0.7757,0
5081,-7.50,0.7756,0
5082,-5.10,0.7756,0
5083,-7.50,0.7756,0
5084,-5.70,0.7755,0
5085,-7.50,0.7755,0
5086,-4.50,0.7755,0
5087,-6.30,0.7754,0
5088,-5.10,0.7754,0
5089,-8.70,0.7753,0
5090,-5.70,0.7753,0
5091,-6.90,0.7753,0
5092,-6.90,0.7752,0
5093,-6.90,0.7752,0
5094,-6.90,0.7751,0
5095,-5.10,0.7751,0
5096,-6.90,0.7751,0
5097,-3.90,0.7750,0
5098,-3.90,0.7750,0
5099,-7.50,0.7750,0
5100,-6.30,0.7749,0
5101,-4.50,0.7749,0
5102,-4.50,0.7748,0
5103,-6.90,0.7748,0
5104,-7.50,0.7748,0
5105,-6.90,0.7747,0
5106,-4.50,0.7747,0
5107,-4.50,0.7746,0
5108,-6.90,0.7746,0
5109,-4.50,0.7746,0
5110,-6.30,0.7745,0
5111,-7.50,0.7745,0
5112,-5.70,0.7744,0
5113,-5.70,0.7744,0
5114,-8.10,0.7744,0
5115,-3.30,0.7743,0
5116,3.90,0.7743,3
5117,-7.50,0.7743,0
5118,-6.30,0.7742,0
5119,-8.70,0.7742,0
5120,-3.30,0.7741,0
5121,-7.50,0.7741,0
5122,-3.90,0.7741,0
5123,-5.70,0.7740,0
5124,-7.50,0.7740,0
5125,-7.50,0.7739,0
5126,-7.50,0.7739,0
5127,-8.10,0.7739,0
5128,-4.50,0.7738,0
5129,-7.50,0.7738,0
5130,-6.30,0.7738,0
5131,-7.50,0.7737,0
5132,-2.70,0.7737,0
5133,-6.30,0.7736,0
5134,-6.90,0.7736,0
5135,-5.70,0.7736,0
5136,-6.30,0.7735,0
5137,-8.10,0.7735,0
5138,-6.30,0.7734,0
5139,-7.50,0.7734,0
5140,-3.90,0.7734,0
5141,-3.90,0.7733,0
5142,-4.50,0.7733,0
5143,-6.90,0.7732,0
5144,-7.50,0.7732,0
5145,-5.70,0.7732,0
5146,-6.90,0.7731,0
5147,-5.70,0.7731,0
5148,-8.10,0.7731,0
5149,-4.50,0.7730,0
5150,-4.50,0.7730,0
5151,2.70,0.7729,2
5152,-7.50,0.7729,0
5153,-6.90,0.7729,0
5154,-5.70,0.7728,0
5155,-6.90,0.7728,0
5156,-5.70,0.7727,0
5157,-7.50,0.7727,0
5158,-6.30,0.7727,0
5159,-7.50,0.7726,0
5160,-7.50,0.7726,0
5161,-8.10,0.7726,0
5162,-3.90,0.7725,0
5163,-6.30,0.7725,0
5164,-6.30,0.7724,0
5165,-7.50,0.7724,0
5166,-3.30,0.7724,0
5167,-2.10,0.7723,0
5168,-5.10,0.7723,0
5169,-5.70,0.7722,0
5170,-5.70,0.7722,0
5171,-2.70,0.7722,0
5172,-7.50,0.7721,0
5173,-8.70,0.7721,0
5174,-6.90,0.7720,0
5175,-5.70,0.7720,0
5176,-3.90,0.7720,0
5177,-3.30,0.7719,0
5178,-6.30,0.7719,0
5179,-7.50,0.7719,0
5180,-6.90,0.7718,0
5181,-6.90,0.7718,0
5182,-7.50,0.7717,0
5183,-6.90,0.7717,0
5184,-8.10,0.7717,0
5185,-5.10,0.7716,0
5186,-6.30,0.7716,0
5187,-7.50,0.7715,0
5188,-6.30,0.7715,0
5189,-6.30,0.7715,0
5190,-7.50,0.7714,0
5191,-8.10,0.7714,0
5192,-3.30,0.7714,0
5193,-8.10,0.7713,0
5194,-8.10,0.7713,0
5195,-8.10,0.7712,0
5196,-3.30,0.7712,0
5197,-6.90,0.7712,0
5198,-8.10,0.7711,0
5199,-7.50,0.7711,0
5200,-7.50,0.7710,0
5201,-5.70,0.7710,0
5202,-6.30,0.7710,0
5203,-4.50,0.7709,0
5204,-7.50,0.7709,0
5205,-7.50,0.7709,0
5206,-8.10,0.7708,0
5207,-8.10,0.7708,0
5208,-5.70,0.7707,0
5209,-4.50,0.7707,0
5210,-3.90,0.7707,0
5211,-6.30,0.7706,0
5212,-6.90,0.7706,0
5213,-7.50,0.7705,0
5214,-7.50,0.7705,0
5215,-4.50,0.7705,0
5216,-6.90,0.7704,0
5217,-5.70,0.7704,0
5218,-6.30,0.7704,0
5219,-6.90,0.7703,0
5220,-5.70,0.7703,0
5221,-6.30,0.7702,0
5222,-7.50,0.7702,0
5223,-2.70,0.7702,0
5224,-8.10,0.7701,0
5225,-5.70,0.7701,0
5226,-3.90,0.7700,0
5227,-2.70,0.7700,0
5228,-7.50,0.7700,0
5229,-6.90,0.7699,0
5230,-6.90,0.7699,0
5231,-8.10,0.7699,0
5232,-7.50,0.7698,0
5233,-6.90,0.7698,0
5234,-8.10,0.7697,0
5235,-6.30,0.7697,0
5236,-8.10,0.7697,0
5237,-1.50,0.7696,0
5238,-6.30,0.7696,0
5239,-8.10,0.7695,0
5240,-3.90,0.7695,0
5241,-7.50,0.7695,0
5242,-2.70,0.7694,0
5243,-6.90,0.7694,0
5244,-6.30,0.7694,0
5245,-4.50,0.7693,0
5246,-5.10,0.7693,0
5247,-5.70,0.7692,0
5248,-7.50,0.7692,0
5249,-4.50,0.7692,0
5250,-7.50,0.7691,0
5251,-6.30,0.7691,0
5252,-7.50,0.7690,0
5253,-7.50,0.7690,0
5254,-8.10,0.7690,0
5255,-3.30,0.7689,0
5256,-8.10,0.7689,0
5257,-6.90,0.7689,0
5258,-5.70,0.7688,0
5259,-8.10,0.7688,0
5260,-6.30,0.7687,0
5261,-6.30,0.7687,0
5262,-7.50,0.7687,0
5263,-6.30,0.7686,0
5264,-6.90,0.7686,0
5265,-6.30,0.7685,0
5266,-8.10,0.7685,0
5267,-6.90,0.7685,0
5268,-4.50,0.7684,0
5269,-6.90,0.7684,0
5270,-4.50,0.7684,0
5271,-5.70,0.7683,0
5272,-7.50,0.7683,0
5273,-7.50,0.7682,0
5274,-3.90,0.7682,0
5275,-1.50,0.7682,0
5276,-6.30,0.7681,0
5277,-5.70,0.7681,0
5278,-8.10,0.7680,0
5279,-5.70,0.7680,0
5280,-6.30,0.7680,0
5281,-0.90,0.7679,0
5282,-6.90,0.7679,0
5283,-6.90,0.7679,0
5284,-7.50,0.7678,0
5285,-6.90,0.7678,0
5286,-4.50,0.7677,0
5287,-2.70,0.7677,0
5288,-6.30,0.7677,0
5289,-5.70,0.7676,0
5290,-6.90,0.7676,0
5291,-7.50,0.7675,0
5292,-5.10,0.7675,0
5293,-6.90,0.7675,0
5294,-7.50,0.7674,0
5295,-7.50,0.7674,0
5296,-6.30,0.7674,0
5297,-1.50,0.7673,0
5298,-7.50,0.7673,0
5299,-1.50,0.7672,0
5300,-6.90,0.7672,0
5301,-6.90,0.7672,0
5302,-8.70,0.7671,0
5303,-7.50,0.7671,0
5304,-5.70,0.7670,0
5305,-5.70,0.7670,0
5306,-6.90,0.7670,0
5307,-7.50,0.7669,0
5308,-6.90,0.7669,0
5309,-4.50,0.7669,0
5310,-6.30,0.7668,0
5311,-6.30,0.7668,0
5312,-2.70,0.7667,0
5313,-5.70,0.7667,0
5314,-7.50,0.7667,0
5315,-3.90,0.7666,0
5316,-7.50,0.7666,0
5317,-5.10,0.7665,0
5318,-6.30,0.7665,0
5319,-6.90,0.7665,0
5320,-5.70,0.7664,0
5321,-4.50,0.7664,0
5322,-3.90,0.7664,0
5323,-6.90,0.7663,0
5324,-6.30,0.7663,0
5325,0.90,0.7662,0
5326,-6.30,0.7662,0
5327,-7.50,0.7662,0
5328,-0.30,0.7661,0
5329,3.30,0.7661,3
5330,-7.50,0.7661,0
5331,-5.10,0.7660,0
5332,-5.10,0.7660,0
5333,-6.30,0.7659,0
5334,-3.30,0.7659,0
5335,-4.50,0.7659,0
5336,-6.90,0.7658,0
5337,-6.90,0.7658,0
5338,-5.70,0.7657,0
5339,-3.90,0.7657,0
5340,-5.70,0.7657,0
5341,-6.90,0.7656,0
5342,-6.30,0.7656,0
5343,-5.70,0.7656,0
5344,-6.30,0.7655,0
5345,-8.10,0.7655,0
5346,-6.90,0.7654,0
5347,-2.70,0.7654,0
5348,-5.70,0.7654,0
5349,-7.50,0.7653,0
5350,-8.10,0.7653,0
5351,-7.50,0.7652,0
5352,-4.50,0.7652,0
5353,-6.30,0.7652,0
5354,-8.10,0.7651,0
5355,-5.70,0.7651,0
5356,-5.70,0.7651,0
5357,-8.10,0.7650,0
5358,-5.70,0.7650,0
5359,-6.90,0.7649,0
5360,-8.10,0.7649,0
5361,-6.30,0.7649,0
5362,-6.90,0.7648,0
5363,-8.10,0.7648,0
5364,-8.10,0.7647,0
5365,-5.10,0.7647,0
5366,-4.50,0.7647,0
5367,-6.90,0.7646,0
5368,0.30,0.7646,0
5369,-7.50,0.7646,0
5370,-8.10,0.7645,0
5371,-5.10,0.7645,0
5372,-8.10,0.7644,0
5373,-6.30,0.7644,0
5374,-3.30,0.7644,0
5375,-3.30,0.7643,0
5376,-5.70,0.7643,0
5377,-6.90,0.7643,0
5378,-8.10,0.7642,0
5379,-7.50,0.7642,0
5380,-7.50,0.7641,0
5381,-8.10,0.7641,0
5382,-7.50,0.7641,0
5383,-4.50,0.7640,0
5384,-7.50,0.7640,0
5385,-7.50,0.7639,0
5386,-8.10,0.7639,0
5387,-4.50,0.7639,0
5388,-5.70,0.7638,0
5389,-6.30,0.7638,0
5390,-6.90,0.7638,0
5391,0.90,0.7637,0
5392,-6.30,0.7637,0
5393,-8.10,0.7636,0
5394,-6.90,0.7636,0
5395,-6.90,0.7636,0
5396,-6.90,0.7635,0
5397,-6.90,0.7635,0
5398,-5.70,0.7635,0
5399,-5.70,0.7634,0
5400,-8.70,0.7634,0
5401,-6.30,0.7633,0
5402,-7.50,0.7633,0
5403,-6.90,0.7633,0
5404,-6.90,0.7632,0
5405,-6.90,0.7632,0
5406,-7.50,0.7631,0
5407,-7.50,0.7631,0
5408,-4.50,0.7631,0
5409,-6.90,0.7630,0
5410,-6.30,0.7630,0
5411,-4.50,0.7630,0
5412,-0.30,0.7629,0
5413,-6.90,0.7629,0
5414,-3.90,0.7628,0
5415,-5.10,0.7628,0
5416,-5.70,0.7628,0
5417,-7.50,0.7627,0
5418,-7.50,0.7627,0
5419,-6.30,0.7626,0
5420,-5.70,0.7626,0
5421,-6.30,0.7626,0
5422,-6.30,0.7625,0
5423,-4.50,0.7625,0
5424,-6.90,0.7625,0
5425,-5.70,0.7624,0
5426,-7.50,0.7624,0
5427,-5.10,0.7623,0
5428,-7.50,0.7623,0
5429,-5.70,0.7623,0
5430,-8.10,0.7622,0
5431,-8.10,0.7622,0
5432,-5.10,0.7622,0
5433,-6.90,0.7621,0
5434,-4.50,0.7621,0
5435,-5.70,0.7620,0
5436,-7.50,0.7620,0
5437,-7.50,0.7620,0
5438,2.70,0.7619,2
5439,-3.90,0.7619,0
5440,-8.10,0.7618,0
5441,-7.50,0.7618,0
5442,-6.90,0.7618,0
5443,-6.30,0.7617,0
5444,-2.10,0.7617,0
5445,-6.30,0.7617,0
5446,-7.50,0.7616,0
5447,-4.50,0.7616,0
5448,-2.70,0.7615,0
5449,-7.50,0.7615,0
5450,-7.50,0.7615,0
5451,-7.50,0.7614,0
5452,-6.30,0.7614,0
5453,-8.10,0.7614,0
5454,-4.50,0.7613,0
5455,-6.90,0.7613,0
5456,-6.90,0.7612,0
5457,-0.30,0.7612,0
5458,-6.30,0.7612,0
5459,-6.30,0.7611,0
5460,-8.10,0.7611,0
5461,-4.50,0.7610,0
5462,-6.90,0.7610,0
5463,-6.90,0.7610,0
5464,-7.50,0.7609,0
5465,-4.50,0.7609,0
5466,-5.10,0.7609,0
5467,-6.90,0.7608,0
5468,-6.30,0.7608,0
5469,-2.70,0.7607,0
5470,-5.70,0.7607,0
5471,-6.90,0.7607,0
5472,-7.50,0.7606,0
5473,-6.30,0.7606,0
5474,-5.70,0.7606,0
5475,-6.90,0.7605,0
5476,-4.50,0.7605,0
5477,-3.90,0.7604,0
5478,-6.90,0.7604,0
5479,-5.10,0.7604,0
5480,-6.90,0.7603,0
5481,-2.70,0.7603,0
5482,-7.50,0.7603,0
5483,-6.30,0.7602,0
5484,-5.70,0.7602,0
5485,-5.70,0.7601,0
5486,-6.30,0.7601,0
5487,-3.90,0.7601,0
5488,3.90,0.7600,3
5489,-3.30,0.7600,0
5490,-8.10,0.7599,0
5491,-8.10,0.7599,0
5492,-7.50,0.7599,0
5493,-8.10,0.7598,0
5494,-6.90,0.7598,0
5495,-7.50,0.7598,0
5496,-7.50,0.7597,0
5497,-6.90,0.7597,0
5498,-5.70,0.7596,0
5499,-6.30,0.7596,0
5500,-6.90,0.7596,0
5501,-5.70,0.7595,0
5502,-8.10,0.7595,0
5503,-7.50,0.7595,0
5504,-4.50,0.7594,0
5505,-4.50,0.7594,0
5506,-7.50,0.7593,0
5507,-7.50,0.7593,0
5508,-6.90,0.7593,0
5509,-7.50,0.7592,0
5510,-5.10,0.7592,0
5511,-6.30,0.7591,0
5512,-2.70,0.7591,0
5513,-6.90,0.7591,0
5514,-6.90,0.7590,0
5515,-2.10,0.7590,0
5516,-2.70,0.7590,0
5517,-5.10,0.7589,0
5518,-6.90,0.7589,0
5519,-8.10,0.7588,0
5520,-3.30,0.7588,0
5521,-4.50,0.7588,0
5522,-8.10,0.7587,0
5523,-6.90,0.7587,0
5524,-5.70,0.7587,0
5525,-7.50,0.7586,0
5526,-6.30,0.7586,0
5527,-7.50,0.7585,0
5528,-0.30,0.7585,0
5529,-5.70,0.7585,0
5530,-6.30,0.7584,0
5531,-8.10,0.7584,0
5532,-6.30,0.7584,0
5533,-5.10,0.7583,0
5534,-5.10,0.7583,0
5535,-7.50,0.7582,0
5536,-7.50,0.7582,0
5537,-6.30,0.7582,0
5538,-5.70,0.7581,0
5539,-6.90,0.7581,0
5540,-8.10,0.7580,0
5541,-6.90,0.7580,0
5542,-3.90,0.7580,0
5543,-7.50,0.7579,0
5544,-5.70,0.7579,0
5545,-6.90,0.7579,0
5546,-7.50,0.7578,0
5547,-6.90,0.7578,0
5548,-6.30,0.7577,0
5549,-6.90,0.7577,0
5550,-3.90,0.7577,0
5551,-3.90,0.7576,0
5552,-5.10,0.7576,0
5553,-6.90,0.7576,0
5554,-3.90,0.7575,0
5555,-5.70,0.7575,0
5556,-6.30,0.7574,0
5557,-6.90,0.7574,0
5558,-6.90,0.7574,0
5559,2.70,0.7573,2
5560,-6.30,0.7573,0
5561,-3.90,0.7573,0
5562,-6.90,0.7572,0
5563,-6.30,0.7572,0
5564,-7.50,0.7571,0
5565,-6.90,0.7571,0
5566,-5.70,0.7571,0
5567,-3.30,0.7570,0
5568,-6.90,0.7570,0
5569,-6.90,0.7570,0
5570,-8.10,0.7569,0
5571,-6.90,0.7569,0
5572,-6.90,0.7568,0
5573,-5.70,0.7568,0
5574,-5.10,0.7568,0
5575,-6.30,0.7567,0
5576,-7.50,0.7567,0
5577,-7.50,0.7566,0
5578,-7.50,0.7566,0
5579,-3.90,0.7566,0
5580,-6.90,0.7565,0
5581,-6.30,0.7565,0
5582,-6.90,0.7565,0
5583,-6.90,0.7564,0
5584,-7.50,0.7564,0
5585,-8.10,0.7563,0
5586,-4.50,0.7563,0
5587,-5.10,0.7563,0
5588,-5.70,0.7562,0
5589,-5.70,0.7562,0
5590,-6.30,0.7562,0
5591,-6.30,0.7561,0
5592,-5.70,0.7561,0
5593,-6.30,0.7560,0
5594,3.90,0.7560,3
5595,-5.10,0.7560,0
5596,-6.90,0.7559,0
5597,-5.70,0.7559,0
5598,-7.50,0.7559,0
5599,-8.10,0.7558,0
5600,-5.70,0.7558,0
5601,-6.30,0.7557,0
5602,-5.70,0.7557,0
5603,-6.30,0.7557,0
5604,-6.90,0.7556,0
5605,-7.50,0.7556,0
5606,-6.90,0.7556,0
5607,-7.50,0.7555,0
5608,-5.70,0.7555,0
5609,-0.90,0.7554,0
5610,-8.10,0.7554,0
5611,-7.50,0.7554,0
5612,-5.70,0.7553,0
5613,-6.90,0.7553,0
5614,-8.10,0.7552,0
5615,-6.90,0.7552,0
5616,-6.90,0.7552,0
5617,-5.10,0.7551,0
5618,-5.10,0.7551,0
5619,-7.50,0.7551,0
5620,-6.30,0.7550,0
5621,-5.70,0.7550,0
5622,-5.10,0.7549,0
5623,-7.50,0.7549,0
5624,-8.10,0.7549,0
5625,-8.10,0.7548,0
5626,-6.90,0.7548,0
5627,-5.10,0.7548,0
5628,-5.70,0.7547,0
5629,-6.90,0.7547,0
5630,-5.10,0.7546,0
5631,-3.30,0.7546,0
5632,-6.30,0.7546,0
5633,-7.50,0.7545,0
5634,-7.50,0.7545,0
5635,-6.30,0.7545,0
5636,-6.30,0.7544,0
5637,-7.50,0.7544,0
5638,-6.30,0.7543,0
5639,-8.10,0.7543,0
5640,-6.30,0.7543,0
5641,-6.90,0.7542,0
5642,-6.90,0.7542,0
5643,-7.50,0.7542,0
5644,-5.70,0.7541,0
5645,-5.10,0.7541,0
5646,-6.30,0.7540,0
5647,-1.50,0.7540,0
5648,-6.30,0.7540,0
5649,-6.30,0.7539,0
5650,-7.50,0.7539,0
5651,-6.90,0.7539,0
5652,-6.90,0.7538,0
5653,-2.10,0.7538,0
5654,-8.10,0.7537,0
5655,-6.90,0.7537,0
5656,-7.50,0.7537,0
5657,-7.50,0.7536,0
5658,-5.10,0.7536,0
5659,-6.30,0.7536,0
5660,-7.50,0.7535,0
5661,-7.50,0.7535,0
5662,-5.70,0.7534,0
5663,-6.90,0.7534,0
5664,-5.10,0.7534,0
5665,-7.50,0.7533,0
5666,-5.70,0.7533,0
5667,-4.50,0.7533,0
5668,-7.50,0.7532,0
5669,-6.90,0.7532,0
5670,-2.70,0.7531,0
5671,-5.70,0.7531,0
5672,-8.10,0.7531,0
5673,-6.30,0.7530,0
5674,-8.10,0.7530,0
5675,-6.30,0.7529,0
5676,-7.50,0.7529,0
5677,-6.90,0.7529,0
5678,-5.10,0.7528,0
5679,-6.30,0.7528,0
5680,-7.50,0.7528,0
5681,-6.90,0.7527,0
5682,-7.50,0.7527,0
5683,-7.50,0.7526,0
5684,2.10,0.7526,2
5685,-6.30,0.7526,0
5686,-6.90,0.7525,0
5687,-1.50,0.7525,0
5688,-7.50,0.7525,0
5689,-6.30,0.7524,0
5690,-6.30,0.7524,0
5691,-8.10,0.7523,0
5692,-5.70,0.7523,0
5693,-6.30,0.7523,0
5694,-5.10,0.7522,0
5695,-5.70,0.7522,0
5696,-8.10,0.7522,0
5697,-7.50,0.7521,0
5698,-6.90,0.7521,0
5699,-6.90,0.7520,0
5700,-6.90,0.7520,0
5701,-6.90,0.7520,0
5702,-4.50,0.7519,0
5703,-5.70,0.7519,0
5704,-6.90,0.7519,0
5705,-6.30,0.7518,0
5706,-5.70,0.7518,0
5707,-6.90,0.7517,0
5708,-4.50,0.7517,0
5709,-6.30,0.7517,0
5710,-5.10,0.7516,0
5711,-6.90,0.7516,0
5712,-6.90,0.7516,0
5713,-7.50,0.7515,0
5714,-7.50,0.7515,0
5715,-6.90,0.7514,0
5716,-6.30,0.7514,0
5717,-5.10,0.7514,0
5718,-6.30,0.7513,0
5719,-0.30,0.7513,0
5720,-5.70,0.7513,0
5721,-5.70,0.7512,0
5722,-8.10,0.7512,0
5723,-2.70,0.7511,0
5724,-2.70,0.7511,0
5725,-6.90,0.7511,0
5726,-6.90,0.7510,0
5727,-5.10,0.7510,0
5728,-7.50,0.7510,0
5729,-8.10,0.7509,0
5730,-7.50,0.7509,0
5731,-6.30,0.7508,0
5732,-5.10,0.7508,0
5733,-7.50,0.7508,0
5734,-0.90,0.7507,0
5735,-7.50,0.7507,0
5736,-6.30,0.7507,0
5737,-7.50,0.7506,0
5738,-6.90,0.7506,0
5739,-4.50,0.7505,0
5740,-6.30,0.7505,0
5741,-6.90,0.7505,0
5742,-7.50,0.7504,0
5743,-4.50,0.7504,0
5744,-6.90,0.7504,0
5745,-7.50,0.7503,0
5746,-7.50,0.7503,0
5747,-2.70,0.7502,0
5748,-5.70,0.7502,0
5749,-6.30,0.7502,0
5750,-5.10,0.7501,0
5751,-4.50,0.7501,0
5752,-6.30,0.7501,0
5753,-6.90,0.7500,0
5754,-6.30,0.7500,0
5755,-4.50,0.7499,0
5756,-6.90,0.7499,0
5757,-6.30,0.7499,0
5758,-7.50,0.7498,0
5759,-6.90,0.7498,0
5760,-8.10,0.7498,0
5761,-6.30,0.7497,0
5762,-8.10,0.7497,0
5763,-2.70,0.7496,0
5764,-3.90,0.7496,0
5765,-6.30,0.7496,0
5766,-6.90,0.7495,0
5767,-3.30,0.7495,0
5768,-6.30,0.7495,0
5769,-7.50,0.7494,0
5770,-5.70,0.7494,0
5771,-3.30,0.7493,0
5772,-8.10,0.7493,0
5773,-8.10,0.7493,0
5774,-6.30,0.7492,0
5775,-6.90,0.7492,0
5776,-3.90,0.7492,0
5777,-6.90,0.7491,0
5778,-6.90,0.7491,0
5779,-6.90,0.7490,0
5780,-5.70,0.7490,0
5781,-7.50,0.7490,0
5782,-4.50,0.7489,0
5783,-8.10,0.7489,0
5784,-8.10,0.7489,0
5785,-6.90,0.7488,0
5786,-7.50,0.7488,0
5787,-2.70,0.7487,0
5788,-6.30,0.7487,0
5789,-6.90,0.7487,0
5790,-6.90,0.7486,0
5791,-6.30,0.7486,0
5792,-6.30,0.7486,0
5793,-3.90,0.7485,0
5794,3.90,0.7485,3
5795,-6.90,0.7484,0
5796,-6.90,0.7484,0
5797,0.90,0.7484,0
5798,-4.50,0.7483,0
5799,-6.90,0.7483,0
5800,-2.70,0.7483,0
5801,-6.90,0.7482,0
5802,-7.50,0.7482,0
5803,-6.30,0.7481,0
5804,-2.70,0.7481,0
5805,-7.50,0.7481,0
5806,-5.70,0.7480,0
5807,-5.70,0.7480,0
5808,-3.30,0.7480,0
5809,-8.10,0.7479,0
5810,-8.10,0.7479,0
5811,-6.90,0.7478,0
5812,-6.30,0.7478,0
5813,-6.90,0.7478,0
5814,-5.10,0.7477,0
5815,-5.70,0.7477,0
5816,-6.90,0.7477,0
5817,-8.10,0.7476,0
5818,-7.50,0.7476,0
5819,-5.70,0.7475,0
5820,-5.10,0.7475,0
5821,-8.70,0.7475,0
5822,-5.70,0.7474,0
5823,-6.30,0.7474,0
5824,-7.50,0.7474,0
5825,-6.90,0.7473,0
5826,-6.30,0.7473,0
5827,-3.90,0.7472,0
5828,3.90,0.7472,3
5829,-6.90,0.7472,0
5830,-8.10,0.7471,0
5831,-4.50,0.7471,0
5832,-5.10,0.7471,0
5833,-6.30,0.7470,0
5834,-6.30,0.7470,0
5835,-7.50,0.7469,0
5836,-4.50,0.7469,0
5837,-3.90,0.7469,0
5838,-5.70,0.7468,0
5839,0.30,0.7468,0
5840,-5.70,0.7468,0
5841,-6.90,0.7467,0
5842,-6.90,0.7467,0
5843,-5.10,0.7467,0
5844,-8.10,0.7466,0
